name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Habitación con Terraza cerca centro de Coyoacán,228781372,Mauricio,Coyoacán,19.35558,-99.12779,Private room,370,1,50,1.8,1,143
Departamento acogedor,202150877,Leticia,Iztapalapa,19.35328,-99.01854,Shared room,350,1,0,0.0,1,12
Habitación privada Aeropuerto/Centro Histórico (2),206104309,Arlette,Venustiano Carranza,19.41873,-99.10505,Private room,450,2,18,0.71,1,365
Bonito Departamento Completo en Roma Norte,55691734,José Antonio,Cuauhtémoc,19.42173,-99.15754,Entire home/apt,550,1,60,2.14,1,167
Condesa Ground Floor Flat / Greenest Street,102643300,Beatriz,Cuauhtémoc,19.40638,-99.1761,Entire home/apt,1090,20,24,0.87,1,0
Acogedor Loft en San Pedro de los Pinos!,31576052,Fernando,Benito Juárez,19.39243,-99.18231,Shared room,550,1,4,0.15,2,178
Chill on the Vine-Covered Bedroom Terrace at an Urban Haven,9988682,Quinquin,Miguel Hidalgo,19.43126,-99.21354,Entire home/apt,1525,2,70,2.53,16,72
Luxury Apartment in Heart of Colonia Roma-Condesa,165528303,Ricardo,Cuauhtémoc,19.4193,-99.15541,Entire home/apt,895,1,159,5.69,20,359
Estupendo Departamento Av Santa Fe Peninsula Tower,228780968,Margarita,Cuajimalpa de Morelos,19.35597,-99.27357,Entire home/apt,799,2,24,0.86,1,0
Dpto. a dos cuadras de Reforma e Insurgentes CDMX,101363690,Juan Javier,Cuauhtémoc,19.43068,-99.15747,Entire home/apt,688,15,17,0.61,1,365
El Rinconcito  Amoroso de la Condesa,223240370,Enrique Leoncio,Cuauhtémoc,19.41838,-99.17816,Entire home/apt,700,3,33,1.23,1,364
¡NEW! A leafy treasure in Roma neighborhood,72969330,The Local Way,Cuauhtémoc,19.42106,-99.15948,Entire home/apt,2160,1,39,1.42,10,335
Lindo departamento,48806455,Ivan,Benito Juárez,19.37788,-99.17264,Entire home/apt,850,1,41,1.46,1,365
Acqua Acoxpa,100919179,Mónica,Tlalpan,19.29561,-99.13387,Entire home/apt,1150,2,39,1.43,1,3
comfortable space to rest sleep and dream,227834887,Chapa,Miguel Hidalgo,19.44829,-99.17501,Private room,779,2,0,0.0,1,180
Vivienda independiente en Ciudad de méxico,122540800,Raquel,Benito Juárez,19.39221,-99.15661,Shared room,719,1,1,0.04,1,364
Departamento D Parque Delta - Sanitizado,2281290,Suites,Cuauhtémoc,19.40348,-99.15893,Entire home/apt,468,2,39,1.39,50,362
Lindo Departamento Santa Fe IBERO - EXPO Ubicación,229069665,Marcepalomar,Cuajimalpa de Morelos,19.37058,-99.26644,Entire home/apt,720,2,19,0.68,2,347
Spacious and modern loft in reforma,185238567,Marco,Cuauhtémoc,19.42984,-99.16888,Entire home/apt,500,2,122,4.38,6,363
DEPTO GRANDE LIMPIO ✔ BIEN UBICADO Y CÓMODO!!,229100085,Yenifer,Miguel Hidalgo,19.40191,-99.17972,Entire home/apt,800,2,34,1.22,1,179
Stylish/ Modern 2BR POLANCO Chlorine cleaned,228397232,Jorge,Miguel Hidalgo,19.42944,-99.2033,Entire home/apt,900,3,75,2.76,2,47
"Habitacion en la colonia narvarte, privilegiado",229133645,Jennifer Carolina,Benito Juárez,19.39806,-99.15097,Private room,400,3,0,0.0,1,180
Full apartment in Polanco,229134231,Bellin,Miguel Hidalgo,19.43304,-99.18165,Entire home/apt,893,2,42,1.69,1,0
Skip the traffic & enjoy @ Nuevo Polanco /CARSO 8,158075718,Guest House,Miguel Hidalgo,19.44417,-99.20618,Entire home/apt,686,1,45,1.61,9,88
Hermoso Loft moderno en el Centro de la CDMX,229162583,Virginia,Cuauhtémoc,19.42482,-99.13911,Entire home/apt,618,2,69,2.47,1,75
"Excelente Departamento Ciudad de Mexico ""céntrico""",105748894,Alejandro,Cuauhtémoc,19.42841,-99.16782,Entire home/apt,1299,2,50,1.79,2,320
Cuarto amplio y amueblado en zona Coyoacán,229171847,Victor,Coyoacán,19.35078,-99.14868,Private room,320,1,15,0.54,1,364
Audrey Suites Lomas de Chapultepec,1739774,Rodrigo,Miguel Hidalgo,19.42534,-99.22377,Private room,1000,1,0,0.0,1,365
Cute Central Unit (Polanco-Chapultepec-Downtown),65971696,Marion,Miguel Hidalgo,19.44272,-99.18033,Private room,450,2,8,0.31,1,9
Roma Secret Garden: un oasis en la ciudad,72969330,The Local Way,Cuauhtémoc,19.41982,-99.15953,Entire home/apt,1947,1,43,1.58,10,297
Habitación ubicación Coyoacán - CDMX sur UNAM,123524644,Cristhian,Coyoacán,19.33088,-99.15352,Private room,249,30,2,0.09,3,178
Polanco Recamara Dama $350,10306143,Angelica,Miguel Hidalgo,19.43329,-99.1878,Private room,390,15,1,0.06,7,365
Depto. super equipado y moderno @Col. San Rafael.,23536169,Ruben,Cuauhtémoc,19.43991,-99.1617,Entire home/apt,814,2,104,3.74,2,81
"Depto. Bonito, Moderno, Limpio y bien Ubicado",229305745,Danae,Coyoacán,19.34966,-99.13195,Entire home/apt,489,2,31,1.12,1,51
Departamento en Polanco,165833003,Luis Enrique,Miguel Hidalgo,19.44224,-99.20104,Entire home/apt,1500,2,2,0.14,1,154
Hermosa Habitación colonia Nápoles,57820861,Maria,Benito Juárez,19.39039,-99.18151,Private room,649,2,0,0.0,2,0
"Ideal location! American Embassy, Reforma, Condesa",20229575,Martha,Cuauhtémoc,19.42561,-99.1609,Entire home/apt,677,1,37,1.35,7,81
Sweet Home,172929621,Miriam,Venustiano Carranza,19.42534,-99.10615,Private room,390,3,1,0.04,1,0
Zen Room,73784206,Alejandra,Benito Juárez,19.40276,-99.15206,Private room,283,2,1,0.04,1,238
Beautiful Studio inside a House in Anzures,229434849,Claudio,Miguel Hidalgo,19.43225,-99.17818,Entire home/apt,616,1,4,0.15,2,356
Mini Depto Acoxpa Sur Ciudad de México,48717020,Hostales Del Sur,Tlalpan,19.30123,-99.13677,Private room,500,3,3,0.11,10,365
QUIERES ESTAR EN EL CORAZÓN DE LA ROMA?,215568215,Veronica,Cuauhtémoc,19.41479,-99.15645,Entire home/apt,1013,3,13,0.48,1,330
Casa Mexico 6,36166922,Alejandra,Cuauhtémoc,19.41034,-99.1679,Entire home/apt,1666,2,57,2.14,15,353
Modern Loft 2 blocks from Reforma | Full equipped,229458612,Guillermo,Cuauhtémoc,19.42406,-99.17015,Entire home/apt,1150,2,30,1.24,1,88
Habitación en Coyoacán Mexico,147970045,Delia,Coyoacán,19.34967,-99.14222,Private room,590,1,0,0.0,2,363
"Lindo departamento con terraza interior, Roma Sur",160900733,Lina,Cuauhtémoc,19.40512,-99.16086,Entire home/apt,850,2,95,3.41,2,350
Esmeralda 1.,168932142,Ceci,Tlalpan,19.27023,-99.18246,Private room,900,2,0,0.0,2,0
Casa xawis,111463742,Isaura,Cuauhtémoc,19.42518,-99.15808,Entire home/apt,700,2,7,0.3,1,358
Welcome to my town,140568101,Elvia,Gustavo A. Madero,19.46522,-99.11664,Private room,300,7,0,0.0,1,0
Heart of Condesa,145872802,Carlos,Cuauhtémoc,19.41039,-99.17544,Entire home/apt,1490,3,37,1.35,1,307
"Apartment in Latitud Polanco, Mexico city, Mexico",229620854,Lorenza,Miguel Hidalgo,19.43725,-99.18798,Entire home/apt,1467,1,28,1.03,1,11
Residencia Lindavista 5,7307520,Jose Jaime,Gustavo A. Madero,19.48544,-99.12753,Private room,250,1,35,1.27,10,365
Residencial Márquez,200835498,Yolanda,Cuauhtémoc,19.42921,-99.14674,Entire home/apt,543,1,36,1.3,6,296
Bonito depa cerca de SixFlags y Zona de hospitales,186934397,,Tlalpan,19.27724,-99.20207,Entire home/apt,412,1,125,4.56,3,302
Departamento residencial a 5 min. del AICDMX,229305554,Esther,Iztacalco,19.40521,-99.0588,Entire home/apt,1000,5,0,0.0,1,89
Súper bonito miniloft ubicadísimo zona centro,158988002,María Cristina,Cuauhtémoc,19.44041,-99.15176,Entire home/apt,550,2,91,3.31,3,174
Agradable Habitación privada con baño propio,149881670,Mireya,Gustavo A. Madero,19.50637,-99.13377,Private room,419,1,40,1.44,1,174
Casa Mexico 5,36166922,Alejandra,Cuauhtémoc,19.41047,-99.16776,Entire home/apt,1653,2,38,1.41,15,362
Recamara con baño privado y sala en la Roma,63677292,Brenda,Cuauhtémoc,19.40689,-99.16144,Private room,600,1,2,0.08,5,365
"Great place & area, excellent location Bus/Metro!",94630561,Aldo Ivan,Cuauhtémoc,19.40656,-99.17769,Private room,375,1,2,1.11,1,36
Lindo y confortable departamento,181652382,Dulce,Tlalpan,19.2677,-99.1742,Entire home/apt,543,3,18,0.66,10,89
"Anzures/Polanco Light and Shine, great location!P",43008375,Laura,Miguel Hidalgo,19.43256,-99.18042,Entire home/apt,950,6,7,0.26,2,285
B2. Estudio Independiente - Casa Celia Baratheon,171894446,Alejandra,Miguel Hidalgo,19.41257,-99.18912,Entire home/apt,388,2,23,0.84,15,327
B4. Estudio Independiente - Casa Celia Mormont,171894446,Alejandra,Miguel Hidalgo,19.41192,-99.18815,Entire home/apt,400,2,17,0.64,15,365
Ideal room for business or pleasure,229460199,Sandra,Benito Juárez,19.39699,-99.14854,Private room,225,1,31,1.15,1,0
Casa Santiago in Ángel de la Independencia 1,165046089,Agustín,Cuauhtémoc,19.4282,-99.16901,Private room,250,1,70,2.53,3,84
Residencia peñas,124321147,Elizabeth,Álvaro Obregón,19.33252,-99.19738,Private room,800,2,1,0.04,4,365
Sientete como en casa.!!!,127345689,Gonzalo Arturo Herrera Hernandez,Benito Juárez,19.37493,-99.15964,Shared room,311,1,1,0.04,2,0
Sientete como en casa,127345689,Gonzalo Arturo Herrera Hernandez,Benito Juárez,19.37497,-99.15953,Shared room,350,1,0,0.0,2,0
Condesa Sol,2430320,Diana Margarita,Cuauhtémoc,19.41209,-99.17238,Private room,922,1,7,0.26,2,364
Green and sunny room in Roma Norte,11524397,Cecile,Cuauhtémoc,19.41295,-99.16119,Private room,730,3,29,1.08,2,113
Departamento a 5 minutos de plaza carso,229920972,Irwing,Miguel Hidalgo,19.44616,-99.19597,Private room,223,1,2,0.08,2,0
Santa Fe Suite 1 CDMX,52449189,Víctor Manuel,Álvaro Obregón,19.34257,-99.24354,Private room,999,2,0,0.0,6,365
"Entire loft, two blocks from the US Embassy",68151741,Venus,Cuauhtémoc,19.42602,-99.16573,Entire home/apt,700,2,68,2.48,4,172
"Departamento acogedor, familiar, muebles nuevos",97646363,Cesar,Iztacalco,19.41162,-99.06992,Entire home/apt,630,1,34,1.26,1,0
Pitágoras swite,199904607,Edgar,Benito Juárez,19.39095,-99.15834,Private room,400,3,0,0.0,1,365
Alojamiento,230027501,Ana,Iztapalapa,19.38292,-99.05353,Entire home/apt,250,5,0,0.0,1,89
Vive Reforma y el centro de la Ciudad de México,212556153,Lilian,Cuauhtémoc,19.42405,-99.16997,Private room,500,3,24,0.93,1,359
Penthouse on Masaryk,230034141,Mariana,Miguel Hidalgo,19.43267,-99.19051,Entire home/apt,1000,2,2,0.07,1,89
Increíble departamento,21085687,Gerardo,Cuauhtémoc,19.42724,-99.17189,Entire home/apt,800,2,0,0.0,2,0
Minimalist Residence in Charming Coyoácan,38618115,Randy,Coyoacán,19.34272,-99.17325,Entire home/apt,1656,5,25,0.92,1,63
Cuarto en Condesa Amsterdam A1,219731180,Lia,Cuauhtémoc,19.41317,-99.1663,Private room,220,1,29,1.12,9,170
Cuarto en Condesa Amsterdam A2,219731180,Lia,Cuauhtémoc,19.41424,-99.16814,Private room,280,1,52,2.09,9,148
SUNNY 1BR/1BATH ON CALLE AMSTERDAM,48259354,Luis,Cuauhtémoc,19.40925,-99.17088,Entire home/apt,1408,1,25,0.93,28,365
Cuarto en Condesa Amsterdam A3,219731180,Lia,Cuauhtémoc,19.41435,-99.1662,Private room,260,1,72,2.6,9,162
Cuarto en Condesa Amsterdam A4,219731180,Lia,Cuauhtémoc,19.41337,-99.16634,Private room,250,1,48,1.76,9,173
Rento habitacion a mujer que trabaje .,182901563,Patricia,Miguel Hidalgo,19.44346,-99.20881,Private room,500,3,0,0.0,1,0
La casa confortable de Sol,228557201,María Soledad,Iztacalco,19.4182,-99.06171,Private room,250,1,3,0.11,2,146
Increíble Departamento a una cuadra de Carso,230099363,Aida,Miguel Hidalgo,19.44326,-99.20203,Entire home/apt,1100,2,37,1.35,1,0
Habitación privada Col. Del Valle,44603483,John,Benito Juárez,19.38091,-99.16594,Private room,300,1,1,0.04,1,365
Gated house with amazing terrace in Condesa,4296667,Andy,Cuauhtémoc,19.41399,-99.17802,Entire home/apt,1933,1,122,4.35,48,343
kame house,230123121,Samanta,Xochimilco,19.27532,-99.12678,Private room,250,1,0,0.0,1,90
"Excelente habitación, seguridad y confort.",205265986,Julio Cesar,Coyoacán,19.3513,-99.12394,Private room,600,3,0,0.0,1,2
Beautiful room in the heart of Condesa ⭐️,164186956,Citlallin,Cuauhtémoc,19.41203,-99.17773,Private room,586,1,154,5.48,1,355
Cómoda habitación en el corazón de la del valle,220730095,Zaula Irene,Benito Juárez,19.37142,-99.17114,Private room,255,7,6,0.22,2,343
Skip the traffic @ Nuevo Polanco with good vibes 1,158075718,Guest House,Miguel Hidalgo,19.44417,-99.20618,Entire home/apt,700,1,46,1.68,9,0
Single Room With Private Bathroom 2-4 Socrates 134,230197895,Colivers,Miguel Hidalgo,19.43793,-99.20316,Private room,928,1,1,0.04,11,365
"Mexico City, a home in Coyoacan.",230208582,Rafael,Coyoacán,19.346,-99.14854,Entire home/apt,1097,2,46,1.74,1,146
Double Room With Private Bathroom 4-3-Socrates 134,230197895,Colivers,Miguel Hidalgo,19.43654,-99.2033,Private room,924,1,0,0.0,11,0
Double Room With Shared Bathroom PB3- Socrates 134,230197895,Colivers,Miguel Hidalgo,19.43802,-99.20475,Private room,924,1,0,0.0,11,0
Single Room With Shared Bathroom 1-5 -Socrates 134,230197895,Colivers,Miguel Hidalgo,19.43642,-99.20326,Private room,2054,1,0,0.0,11,0
Alojamiento completo en la Roma. Súper lindo chic.,128783972,Leonor,Cuauhtémoc,19.41182,-99.16267,Entire home/apt,698,3,14,0.52,3,346
EN EXCLUSIVA ZONA RESIDENCIAL,230175285,Carlos,Tlalpan,19.2724,-99.14661,Private room,600,7,0,0.0,1,365
¡¡Increíble departamento!! Super centrico.,137377215,Paula,Benito Juárez,19.38471,-99.14326,Entire home/apt,500,2,58,2.13,3,264
Cozy country retreat in fashionable Roma,168432036,Maryana,Cuauhtémoc,19.41238,-99.16537,Entire home/apt,1564,2,75,2.71,2,321
"Habitación privada, Excelente ubicación.",222689766,,Azcapotzalco,19.46508,-99.15648,Private room,500,3,1,0.05,2,179
Duplex  for 2 or 4  w/ City and Mountain view,5539080,Jose,Benito Juárez,19.37969,-99.17864,Entire home/apt,1200,5,14,0.51,6,0
⭐️💛 Bellini Home 💯Cozy 🏡 Next to Reforma Av.,148470828,Elsy,Cuauhtémoc,19.4591,-99.1298,Entire home/apt,506,1,27,1.13,1,354
1 Guest Terrace Room in H.Condesa,78871360,Daniel,Cuauhtémoc,19.40616,-99.171,Private room,220,2,22,0.8,3,0
Modern 2BR 2BA apartment in front of the WTC,3919211,Víctor,Benito Juárez,19.39198,-99.17497,Entire home/apt,901,2,81,2.97,37,84
Habitaciones amuebladas cerca Tec ccm,152516068,Erika,Tlalpan,19.28463,-99.13333,Entire home/apt,450,1,2,0.07,3,2
Agradable departamento en ROMA SUR Ideal para CDMX,46736744,Alejandro,Cuauhtémoc,19.40783,-99.16808,Entire home/apt,763,2,51,1.85,2,54
"Habitación privada,100 metros del Tec de Monterrey",230418692,Esmeralda,Tlalpan,19.28639,-99.13352,Private room,300,7,4,0.16,1,365
Santa Fe Suite 3 CDMX,52449189,Víctor Manuel,Álvaro Obregón,19.34378,-99.24213,Private room,799,3,0,0.0,6,365
Nice modern apt right next to reforma,25639397,Maggie,Cuauhtémoc,19.42577,-99.1631,Entire home/apt,1057,3,0,0.0,1,89
Departamento nuevo cerca zona Santa Fe,230537503,Jaime,Álvaro Obregón,19.36711,-99.23136,Entire home/apt,999,3,10,0.38,3,332
Studio nuevo cerca zona Santa Fe,230537503,Jaime,Álvaro Obregón,19.36729,-99.23128,Entire home/apt,499,3,7,0.26,3,363
Condesa/Roma N: Spacious room close to everything!,11288823,Vanessa,Cuauhtémoc,19.41801,-99.17356,Private room,450,2,3,0.11,1,156
¡Gran ubicación! Col. del Valle,154119775,Martha Adriana,Benito Juárez,19.37224,-99.16671,Private room,661,2,8,0.29,2,363
Quaint Department in a FANTASTIC location!,60109541,Lexi,Benito Juárez,19.38879,-99.1544,Private room,400,1,0,0.0,1,0
Espectacular Apartamento en Coyoacán c/amenidades.,53645758,Priscila,Benito Juárez,19.36503,-99.16003,Entire home/apt,1329,1,28,1.18,2,87
Small apartment in Coyoacan,10592410,Hilda,Coyoacán,19.3532,-99.16759,Entire home/apt,700,3,10,0.36,1,183
Renta de departamento 2 recámaras,229728367,Jorge,Benito Juárez,19.38632,-99.14722,Entire home/apt,242,1,0,0.0,3,365
Casa Azul,230681212,Azul,Miguel Hidalgo,19.45132,-99.17943,Private room,399,1,4,0.15,1,179
New cosy and design loft,20667217,,Cuauhtémoc,19.43586,-99.1638,Entire home/apt,969,4,11,0.42,3,274
Hermosa recámara muy bien ubicada,230683747,Roxana,Azcapotzalco,19.4663,-99.17547,Private room,360,2,1,0.04,1,365
LINDA HABITACIÓN PRIVADA EN LA CONDESA 9,156455377,Milizent,Cuauhtémoc,19.41313,-99.17817,Private room,325,1,137,4.92,13,365
"Casa ""LIBRA""",230727206,Alejandra,Benito Juárez,19.39035,-99.17489,Private room,250,1,21,0.77,1,3
Casa Monarca the place where you can thrive.,230733404,Hector,Cuauhtémoc,19.44054,-99.15112,Entire home/apt,650,3,16,0.59,2,180
Mini departamento con terraza,20119447,Guillermo,Cuauhtémoc,19.42292,-99.16237,Entire home/apt,514,2,20,0.74,2,327
Espectacular casa en increíble ubicación,216904927,Carla,Benito Juárez,19.36388,-99.15381,Private room,350,4,0,0.0,1,365
Confortable departamento en Be Grand Alto Polanco.,230845971,Karina,Miguel Hidalgo,19.43995,-99.18111,Entire home/apt,1111,3,24,0.88,2,85
Lindo apartamento completo colonia Del Valle CDMX,142221140,Rauli,Benito Juárez,19.3779,-99.16502,Entire home/apt,464,2,29,1.13,1,28
morahouse,230879718,Gema,Cuauhtémoc,19.41293,-99.13436,Private room,400,2,0,0.0,1,0
SANITIZED BIG Comfy HOME in heart of Condesa15 pax,230933405,Alejandro,Cuauhtémoc,19.41232,-99.17623,Entire home/apt,1892,4,50,1.82,1,160
Habitación con acceso independiente Terremoto,80376007,Jessica,La Magdalena Contreras,19.31791,-99.22138,Private room,232,1,9,0.34,1,314
Vecinos de Frida Kahlo,1694062,Julio Padula,Coyoacán,19.35489,-99.15536,Entire home/apt,968,2,7,0.26,2,179
Habitación en Polanco,186169385,Theo,Miguel Hidalgo,19.43405,-99.20682,Shared room,650,1,1,0.04,2,0
Habitación feliz a 2 cuadras de La Condesa.,17504736,Lizet,Miguel Hidalgo,19.40199,-99.17124,Private room,395,2,9,0.33,1,54
Cozy apartment near to Coyoacan 100% secure,231008006,Ana,Benito Juárez,19.36217,-99.16004,Entire home/apt,857,2,43,1.56,1,352
Long Term Rental Nice Apartment in Down Town,16868255,Authier,Cuauhtémoc,19.43309,-99.14236,Entire home/apt,350,2,61,2.23,2,258
Comodidad cerca del ángel y Embajada USA,228306830,Jorge A.,Cuauhtémoc,19.42301,-99.17091,Private room,350,2,3,0.11,1,365
Nice loft just in front of Alameda Park,113629186,José Manuel,Cuauhtémoc,19.43568,-99.14498,Entire home/apt,690,1,27,1.15,1,83
Habitación privada en departamento de lujo!!,160337152,Marduk,Azcapotzalco,19.46407,-99.15667,Private room,420,2,15,0.58,1,89
"¡Large room,  in apartment in La Condesa!",64117924,Amalia,Cuauhtémoc,19.40557,-99.17094,Private room,521,2,10,0.36,2,88
LOVE MEXICO,23426264,Bianca,Cuauhtémoc,19.4143,-99.15659,Private room,600,2,13,0.48,1,0
Cómoda Habitación en tlatelolco para dos personas,120991330,Laura,Cuauhtémoc,19.45385,-99.14287,Private room,350,1,16,0.58,3,364
New Stylish Apartment in the heart of Mexico city,68320131,Maithe,Cuauhtémoc,19.43962,-99.15997,Entire home/apt,850,1,40,1.97,1,0
"Cuarto  privado  frente AICM T1, 5 min CAMINANDO",59206796,Gustavo,Venustiano Carranza,19.43658,-99.08618,Private room,313,1,91,3.27,4,348
habitación en condesa,66510852,Marisol,Cuauhtémoc,19.40686,-99.1724,Private room,320,1,19,0.7,3,6
El Vitral: Private Room with Full Bathroom,231140143,Mauricio,Tlalpan,19.28107,-99.1934,Private room,415,1,6,0.24,1,179
SUITE TOTALMENTE AMUEBLADA,36138409,Juliana,Benito Juárez,19.38212,-99.18135,Entire home/apt,1050,1,3,0.11,7,318
Tranquilidad en la ciudad. Six Flags a 5 minutos.,133030472,Natalia,Tlalpan,19.28749,-99.21753,Private room,350,1,13,0.47,1,58
Increíble y totalmente equipado. Wifi. Ejecutivos,176279839,Roberto,Benito Juárez,19.37707,-99.1606,Entire home/apt,1050,5,32,1.18,2,69
"Sólo amantes de los perros,  tengo 2",227691930,Montse,Cuauhtémoc,19.43759,-99.16813,Shared room,618,1,0,0.0,1,89
Spacious apartment at Condesa trendiest nbh 5 ⭐ !,90632904,Alejandra,Cuauhtémoc,19.4176,-99.1783,Entire home/apt,1353,1,95,3.58,6,82
Cálido Departamento frente a parque en col. Roma,14172568,Gaby,Cuauhtémoc,19.42437,-99.15452,Entire home/apt,1603,1,36,1.33,1,364
Sunny Room No 1 with Balcony Private Bathroom,203806477,Jose Luis,Benito Juárez,19.37895,-99.15994,Private room,308,1,8,0.33,4,0
Relax in a quiet place CDMX 902 @Santa Fe,27449159,Carlos,Cuajimalpa de Morelos,19.36251,-99.28485,Entire home/apt,1161,2,13,0.47,18,154
Edificio Remodelado. Frente al Munal. Centro Histórico,126106513,,Cuauhtémoc,19.43763,-99.14032,Entire home/apt,643,1,118,4.32,17,346
"Habitaciones cerca de Santa Fe, con refri y micro",225762170,Marco,Álvaro Obregón,19.35321,-99.24546,Private room,300,1,8,0.29,3,179
Destination @ Pushkin Park,53361285,Destination MX,Cuauhtémoc,19.41863,-99.15639,Entire home/apt,1463,1,57,2.11,30,0
"Habitación cerca de Santa Fe, con refi y micro",225762170,Marco,Álvaro Obregón,19.35344,-99.24494,Private room,300,1,4,0.15,3,179
Hogar de Tlalpan  40%  off por mes,230992075,Ricardo,Tlalpan,19.29169,-99.15554,Private room,845,2,19,0.82,5,97
"Pequeño cuarto ""Economico"" cerca Aeropuerto CDMX",95204356,Luis,Venustiano Carranza,19.42942,-99.09466,Private room,211,3,0,0.0,2,363
Espacioso Duplex a 5 min. Bosque Los Dinamos,231482476,Paula,La Magdalena Contreras,19.30369,-99.24401,Entire home/apt,399,2,13,0.49,1,90
Crossing st. from Alameda Central Park,9988682,Quinquin,Cuauhtémoc,19.43509,-99.14356,Entire home/apt,704,2,79,2.93,16,90
Apartamento  comfort 10min. coyoacan 20min. Centro,163395340,Bruno,Benito Juárez,19.36687,-99.15469,Entire home/apt,600,4,13,0.47,1,238
Terracita Suites Polanco 1,179800202,BnButler,Miguel Hidalgo,19.43332,-99.19141,Entire home/apt,1014,1,50,1.85,24,360
BE*ROOMIE CONDESA,97613358,BeCondesa,Cuauhtémoc,19.40935,-99.1783,Private room,2100,1,2,0.15,2,365
"Chapultepec castle, a una cuadra de Reforma",230715039,Brenda,Miguel Hidalgo,19.42307,-99.17552,Entire home/apt,790,1,101,3.7,1,340
(SANITIZED) Beautiful 2 bedroom Apt. on Roma Norte,198471653,Alberto,Cuauhtémoc,19.42295,-99.16011,Entire home/apt,985,2,60,2.2,10,178
Col ROMA 50's Apartment 3 Bedrooms,2781910,Cristian,Cuauhtémoc,19.42048,-99.15653,Entire home/apt,2000,30,1,0.04,1,364
Comfy place near downtown,168173597,Anuar,Cuauhtémoc,19.43287,-99.155,Private room,420,1,0,0.0,1,88
depto Polanco cama matrimonial,229269989,Fernando Quintero.,Miguel Hidalgo,19.43275,-99.18893,Private room,1500,1,5,0.19,1,180
"Condesa! bright, spacious, and warm apt",20229575,Martha,Cuauhtémoc,19.4082,-99.17279,Entire home/apt,875,1,54,1.97,7,88
Tranquilidad e independencia,231673778,Myrna,Tlalpan,19.29937,-99.19221,Private room,210,90,0,0.0,1,180
Departamento nuevo cerca del centro de Coyoacán,221174825,Rut,Benito Juárez,19.35791,-99.15525,Entire home/apt,850,1,22,0.83,1,175
"Amplio, silencioso y bien iluminado depa Narvarte",173089758,Alejandro,Benito Juárez,19.38578,-99.15627,Entire home/apt,700,3,20,0.73,2,10
Chic Suite in Spacious House near Coyoacán,187446159,Natasha,Álvaro Obregón,19.35858,-99.17633,Private room,350,1,45,1.78,1,365
"Suite Mérida , mejor alternativa.",183727666,Wendolynne,Cuauhtémoc,19.41304,-99.15653,Private room,423,1,56,4.27,2,363
Penthouse en Coyoacan sobre avenida Mexico,37431158,Mireya,Coyoacán,19.35269,-99.16402,Entire home/apt,930,3,59,2.16,3,71
Loft Icazbalceta  céntrico en la Ciudad de México,119507082,Noox,Cuauhtémoc,19.44131,-99.16366,Private room,700,1,10,0.59,18,208
Rincón San Cristobal,188233671,Arturo,Coyoacán,19.33976,-99.18219,Private room,214,2,14,0.52,3,186
Habitacion en zona rencial céntrica bonita,231927727,Patty,Miguel Hidalgo,19.43917,-99.21055,Private room,700,7,0,0.0,1,180
Departamento en Col Del Valle,231958278,,Benito Juárez,19.38328,-99.16776,Entire home/apt,800,3,0,0.0,1,365
Habitación en la Hipódromo Condesa,78456925,Joaquin,Cuauhtémoc,19.40307,-99.1705,Hotel room,205,3,76,2.77,5,349
Casa Ezpania. Habitación ll.,224561220,Jeanett,Benito Juárez,19.38428,-99.16104,Private room,280,1,14,0.52,4,299
La casa de Diego,232011626,Rosa Laura,Tlalpan,19.29704,-99.13036,Private room,250,3,13,0.5,1,149
cerca hospital Ángeles del Pedregal y  H. De PEMEX,69576582,Mariana,La Magdalena Contreras,19.31142,-99.22331,Entire home/apt,1500,2,36,1.36,1,179
Casa peñas,124321147,Elizabeth,Álvaro Obregón,19.33115,-99.19703,Private room,950,2,0,0.0,4,365
Depa privado y luminoso en Casa Mariscal.,70937648,Victor,Cuauhtémoc,19.45001,-99.16165,Entire home/apt,844,1,116,4.34,17,344
wide & cozy bedroom w/private bathroom,221752583,Carlos,Benito Juárez,19.39464,-99.15255,Private room,430,3,1,0.04,2,0
Moderno e iluminado espacio cerca del Foro Sol,173504271,Damaris,Iztacalco,19.39883,-99.096,Private room,640,1,51,1.88,3,89
Beautiful apartment overviewing  a plaza in Roma,6241925,Paulina,Cuauhtémoc,19.41558,-99.15943,Entire home/apt,833,1,19,0.72,1,177
Loft moderno,232173406,Josefina,Benito Juárez,19.40078,-99.16191,Entire home/apt,450,7,39,1.52,2,297
Green & sunny appartment in Roma Norte,11524397,Cecile,Cuauhtémoc,19.41477,-99.16314,Entire home/apt,983,20,3,0.33,2,212
El Balcón de Frida Histórico acogedor central 3BR,216988571,Aida,Coyoacán,19.35783,-99.1709,Entire home/apt,950,1,113,4.16,1,341
"Departamento Colonia Del Valle, 2 recámaras",229728367,Jorge,Benito Juárez,19.38776,-99.16597,Entire home/apt,700,180,0,0.0,3,363
Casa MOMO - CDMX,217627054,Lilly,Coyoacán,19.34726,-99.13109,Private room,348,5,0,0.0,1,90
"Big cozy PH Roma Norte , Best location",52354244,Alexia,Cuauhtémoc,19.41809,-99.16843,Entire home/apt,1150,1,84,3.07,1,310
